VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR            FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL N_THRESH BASER    BASER_NCL  BASER_NCU RELIABILITY RESOLUTION UNCERTAINTY ROC_AUC  BRIER    BRIER_NCL   BRIER_NCU BRIERCL BRIERCL_NCL BRIERCL_NCU BSS BSS_SMPL  THRESH_1 THRESH_2 THRESH_3 THRESH_4 THRESH_5
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD        161        5 0.29193  0.2272     0.36635     0.03156     0.040186    0.2067    0.66331 0.19808   0.1087      0.28746       NA          NA          NA  NA  0.041734        0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD        161        5 0.23602  0.17706    0.30729     0.026323    0.045053    0.18032   0.67608 0.16159   0.083174    0.24          NA          NA          NA  NA  0.10387         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD        161        5 0.20497  0.14984    0.27385     0.022343    0.040793    0.16296   0.66276 0.14451   0.072164    0.21685       NA          NA          NA  NA  0.11322         0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD        161        5 0.062112 0.034084   0.11055     0.0097995   0.012056    0.058254  0.64669 0.055998  0.016164    0.095832      NA          NA          NA  NA  0.038731        0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD        161        5 0        1.6943e-18 0.023304    0.016401    0           0        NA       0.016401  0.0045588   0.028244      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD        161        5 0        1.6943e-18 0.023304    0.016401    0           0        NA       0.016401  0.0045588   0.028244      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD        161        5 0        1.6943e-18 0.023304    0.015625    0           0        NA       0.015625  0.003602    0.027648      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0         NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.1       NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.25      NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.5       NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >1.0       NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >1.5       NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >2.0       NA         0.05  PSTD        491        5 0        0          0.007763    0.015625    0           0        NA       0.015625  0.011871    0.019379      NA          NA          NA  NA NA               0     0.25      0.5     0.75        1
