VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR            FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL N_THRESH THRESH_1 OY_TP_1   ON_TP_1 CALIBRATION_1 REFINEMENT_1 LIKELIHOOD_1 BASER_1  THRESH_2 OY_TP_2   ON_TP_2   CALIBRATION_2 REFINEMENT_2 LIKELIHOOD_2 BASER_2  THRESH_3 OY_TP_3  ON_TP_3   CALIBRATION_3 REFINEMENT_3 LIKELIHOOD_3 BASER_3  THRESH_4 OY_TP_4 ON_TP_4   CALIBRATION_4 REFINEMENT_4 LIKELIHOOD_4 BASER_4  THRESH_5
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC         161        5        0 0.13665   0.78882      0.14765       0.92547     0.66667  0.14765      0.25 0.068323  0.0062112       0.91667    0.074534      0.33333   0.91667      0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC         161        5        0 0.043478  0.93168      0.044586      0.97516     0.7      0.044586     0.25 0.018634  0.0062112       0.75       0.024845      0.3       0.75         0.5 0        0              NA          0             0        NA           0.75 0       0              NA          0              0       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC         161        5        0 0         0.99379      0             0.99379    NA        0            0.25 0         0.0062112       0          0.0062112    NA         0            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC         161        5        0 0         0.99379      0             0.99379    NA        0            0.25 0         0.0062112       0          0.0062112    NA         0            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1805 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC         161        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0)     kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0         NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.1)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.1       NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.25)  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.25      NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>0.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >0.5       NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >1.0       NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>1.5)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >1.5       NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
V12.0.0 FCST  NA   240000    20100101_120000 20100101_120000 240000   20100101_120000 20100101_120000 PROB(APCP_24>2.0)   kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP HUC4_1806 NEAREST     1           ==0.25000   >2.0       NA         NA    PJC         491        5        0 0         1            0             1          NA        0            0.25 0         0              NA          0            NA        NA            0.5 0        0              NA          0            NA        NA           0.75 0       0              NA          0             NA       NA              1
